duration_micros,with_error,method,linearization_size,file_size
1513527,false,textDocument/didOpen,,2278
1462866,false,textDocument/didOpen,,2282
1466615,false,textDocument/didOpen,,2280
1377704,false,textDocument/didOpen,,2282
1545749,false,textDocument/didOpen,,2280
2313726,false,textDocument/didOpen,,2281
557657,false,textDocument/didOpen,,2280
3224709,false,textDocument/didOpen,,2281
2497056,false,textDocument/didOpen,,2266
2723335,false,textDocument/didOpen,,2267
4375,false,textDocument/completion,125,
3159505,false,textDocument/didOpen,,2269
3083369,false,textDocument/didOpen,,2273
118,false,textDocument/completion,125,
106,false,textDocument/completion,125,
2995592,false,textDocument/didOpen,,2272
2850081,false,textDocument/didOpen,,2273
2610889,false,textDocument/didOpen,,2275
19095,false,textDocument/completion,125,
2851508,false,textDocument/didOpen,,2276
2952884,false,textDocument/didOpen,,2278
3085243,false,textDocument/didOpen,,2275
3083489,false,textDocument/didOpen,,2276
121,false,textDocument/completion,125,
2929577,false,textDocument/didOpen,,2285
2785467,false,textDocument/didOpen,,2286
154,false,textDocument/completion,125,
2825291,false,textDocument/didOpen,,2288
3085570,false,textDocument/didOpen,,2295
2733712,false,textDocument/didOpen,,2285
3168165,false,textDocument/didOpen,,2286
2587131,false,textDocument/didOpen,,2288
441,false,textDocument/didOpen,,2289
147,false,textDocument/completion,116,
444,false,textDocument/didOpen,,2290
463,false,textDocument/didOpen,,2291
134,false,textDocument/completion,116,
2859998,false,textDocument/didOpen,,2304
2843589,false,textDocument/didOpen,,2307
3539548,false,textDocument/didOpen,,2285
3495884,false,textDocument/didOpen,,2286
125,false,textDocument/completion,125,
1781093,false,textDocument/didOpen,,2287
1885549,false,textDocument/didOpen,,2288
2088530,false,textDocument/didOpen,,2289
105,false,textDocument/completion,78,
3949545,false,textDocument/didOpen,,2288
3199030,false,textDocument/didOpen,,2289
3257695,false,textDocument/didOpen,,2292
1459806,false,textDocument/didOpen,,2298
1622854,false,textDocument/didOpen,,2299
93,false,textDocument/completion,78,
1915820,false,textDocument/didOpen,,2302
2382861,false,textDocument/didOpen,,2303
1678650,false,textDocument/didOpen,,2304
1862782,false,textDocument/didOpen,,2306
110,false,textDocument/completion,78,
1780433,false,textDocument/didOpen,,2311
1839702,false,textDocument/didOpen,,2322
2102258,false,textDocument/didOpen,,2323
1664191,false,textDocument/didOpen,,2324
4810,false,textDocument/completion,78,
1510440,false,textDocument/didOpen,,2336
1670927,false,textDocument/didOpen,,2338
2335632,false,textDocument/didOpen,,2339
2031560,false,textDocument/didOpen,,2340
1754062,false,textDocument/didOpen,,2342
91,false,textDocument/completion,78,
4804,false,textDocument/completion,78,
1562575,false,textDocument/didOpen,,2345
1945060,false,textDocument/didOpen,,2345
107,false,textDocument/completion,78,
2028410,false,textDocument/didOpen,,2358
1745879,false,textDocument/didOpen,,2359
2992401,false,textDocument/didOpen,,2360
17279,false,textDocument/didOpen,,266
443241,false,textDocument/didOpen,,267
17,false,textDocument/completion,28,
608032,false,textDocument/didOpen,,285
816782,false,textDocument/didOpen,,262
335038,false,textDocument/didOpen,,265
360768,false,textDocument/didOpen,,267
245671,false,textDocument/didOpen,,269
92,false,textDocument/completion,4,
166043,false,textDocument/didOpen,,271
54812,false,textDocument/didOpen,,272
345756,false,textDocument/didOpen,,278
133,false,textDocument/didOpen,,279
205,false,textDocument/didOpen,,281
191,false,textDocument/completion,27,
152,false,textDocument/didOpen,,286
175,false,textDocument/completion,27,
192,false,textDocument/didOpen,,287
152,false,textDocument/didOpen,,288
205,false,textDocument/completion,27,
373852,false,textDocument/didOpen,,301
3289050,false,textDocument/didOpen,,2363
2701332,false,textDocument/didOpen,,2364
2619851,false,textDocument/didOpen,,2366
2829051,false,textDocument/didOpen,,2365
2898050,false,textDocument/didOpen,,2366
3139975,false,textDocument/didOpen,,2367
3695092,false,textDocument/didOpen,,2372
2611675,false,textDocument/didOpen,,2373
2740730,false,textDocument/didOpen,,2374
108,false,textDocument/completion,78,
2295893,false,textDocument/didOpen,,2375
107,false,textDocument/completion,78,
2472888,false,textDocument/didOpen,,2376
2661139,false,textDocument/didOpen,,2376
104,false,textDocument/completion,78,
2552584,false,textDocument/didOpen,,2377
2691019,false,textDocument/didOpen,,2378
107,false,textDocument/completion,78,
234956,false,textDocument/didOpen,,2387
806858,false,textDocument/didOpen,,2389
1185423,false,textDocument/didOpen,,2390
50,false,textDocument/completion,60,
263378,false,textDocument/didOpen,,2391
921794,false,textDocument/didOpen,,2397
3007027,false,textDocument/didOpen,,2416
2180235,false,textDocument/didOpen,,2417
2175927,false,textDocument/didOpen,,2421
2599997,false,textDocument/didOpen,,2427
2578642,false,textDocument/didOpen,,2428
2526705,false,textDocument/didOpen,,2429
95,false,textDocument/completion,78,
2003959,false,textDocument/didOpen,,2425
2418111,false,textDocument/didOpen,,2426
2545881,false,textDocument/didOpen,,2427
2271695,false,textDocument/didOpen,,2428
2161342,false,textDocument/didOpen,,2433
2677156,false,textDocument/didOpen,,2436
87,false,textDocument/completion,78,
2836425,false,textDocument/didOpen,,2440
1971226,false,textDocument/didOpen,,2441
89,false,textDocument/completion,78,
2180528,false,textDocument/didOpen,,2755
3238731,false,textDocument/didOpen,,2441
2596179,false,textDocument/didOpen,,2755
2087403,false,textDocument/didOpen,,2753
2717272,false,textDocument/didOpen,,2754
3086389,false,textDocument/didOpen,,2441
2214858,false,textDocument/didOpen,,2426
2484105,false,textDocument/didOpen,,2417
4299275,false,textDocument/didOpen,,2366
5330831,false,textDocument/didOpen,,2360
4656917,false,textDocument/didOpen,,2359
5027156,false,textDocument/didOpen,,2364
6006792,false,textDocument/didOpen,,2325
4581903,false,textDocument/didOpen,,2317
5190688,false,textDocument/didOpen,,2316
690,false,textDocument/didOpen,,2315
4989064,false,textDocument/didOpen,,2314
377,false,textDocument/didOpen,,2260
664,false,textDocument/didOpen,,2255
631,false,textDocument/didOpen,,2254
303,false,textDocument/didOpen,,2260
4562960,false,textDocument/didOpen,,2314
3195128,false,textDocument/didOpen,,2317
2135514,false,textDocument/didOpen,,2318
2959951,false,textDocument/didOpen,,2319
105,false,textDocument/completion,78,
3222357,false,textDocument/didOpen,,2320
2146627,false,textDocument/didOpen,,2320
105,false,textDocument/completion,78,
2860834,false,textDocument/didOpen,,2321
2840995,false,textDocument/didOpen,,2333
190,false,textDocument/didOpen,,2334
2387609,false,textDocument/didOpen,,2334
5101871,false,textDocument/didOpen,,2297
4019162,false,textDocument/didOpen,,2249
3645020,false,textDocument/didOpen,,2254
4318657,false,textDocument/didOpen,,2250
3735065,false,textDocument/didOpen,,2254
3871991,false,textDocument/didOpen,,2249
4463263,false,textDocument/didOpen,,2250
4459394,false,textDocument/didOpen,,2252
1885205,false,textDocument/didOpen,,2253
142,false,textDocument/completion,78,
2533629,false,textDocument/didOpen,,2257
7158,false,textDocument/completion,78,
98,false,textDocument/completion,78,
2435087,false,textDocument/didOpen,,2259
2484782,false,textDocument/didOpen,,2260
3022736,false,textDocument/didOpen,,2259
126,false,textDocument/completion,78,
1687425,false,textDocument/didOpen,,2260
2410710,false,textDocument/didOpen,,2268
4246277,false,textDocument/didOpen,,2272
4227998,false,textDocument/didOpen,,2273
3890613,false,textDocument/didOpen,,2276
20494,false,textDocument/completion,119,
4280094,false,textDocument/didOpen,,2279
4188448,false,textDocument/didOpen,,2280
3759773,false,textDocument/didOpen,,2281
4248781,false,textDocument/didOpen,,2283
5992,false,textDocument/completion,119,
5170437,false,textDocument/didOpen,,2284
3872239,false,textDocument/didOpen,,2285
4302073,false,textDocument/didOpen,,2276
4222295,false,textDocument/didOpen,,2277
4561898,false,textDocument/didOpen,,2278
183,false,textDocument/completion,119,
4147642,false,textDocument/didOpen,,2281
118,false,textDocument/completion,119,
4319869,false,textDocument/didOpen,,2288
4137909,false,textDocument/didOpen,,2293
4449930,false,textDocument/didOpen,,2295
7855,false,textDocument/completion,119,
4026225,false,textDocument/didOpen,,2296
4729089,false,textDocument/didOpen,,2297
281,false,textDocument/completion,119,
4091476,false,textDocument/didOpen,,2298
3864258,false,textDocument/didOpen,,2299
4142818,false,textDocument/didOpen,,2302
4098852,false,textDocument/didOpen,,2305
4292669,false,textDocument/didOpen,,2307
4349380,false,textDocument/didOpen,,2308
4418440,false,textDocument/didOpen,,2312
4046794,false,textDocument/didOpen,,2313
4042913,false,textDocument/didOpen,,2316
130,false,textDocument/completion,123,
4050552,false,textDocument/didOpen,,2324
4158574,false,textDocument/didOpen,,2329
259,false,textDocument/completion,123,
4236494,false,textDocument/didOpen,,2336
4406962,false,textDocument/didOpen,,2343
4041034,false,textDocument/didOpen,,2344
156,false,textDocument/completion,123,
4384087,false,textDocument/didOpen,,2351
4118136,false,textDocument/didOpen,,2336
4463205,false,textDocument/didOpen,,2337
3956870,false,textDocument/didOpen,,2343
3927146,false,textDocument/didOpen,,2344
4802143,false,textDocument/didOpen,,2345
4419292,false,textDocument/didOpen,,2347
200,false,textDocument/completion,123,
7680,false,textDocument/completion,123,
4159763,false,textDocument/didOpen,,2352
4707550,false,textDocument/didOpen,,2353
8823,false,textDocument/completion,123,
4635390,false,textDocument/didOpen,,2358
7406,false,textDocument/completion,123,
4893608,false,textDocument/didOpen,,2364
22413,false,textDocument/completion,123,
5058882,false,textDocument/didOpen,,2365
8969,false,textDocument/completion,123,
4403317,false,textDocument/didOpen,,2371
109,false,textDocument/completion,123,
4634929,false,textDocument/didOpen,,2372
4533125,false,textDocument/didOpen,,2379
4495462,false,textDocument/didOpen,,2386
4686700,false,textDocument/didOpen,,2388
3929850,false,textDocument/didOpen,,2393
6831,false,textDocument/completion,119,
4922486,false,textDocument/didOpen,,2394
4987952,false,textDocument/didOpen,,2401
4656864,false,textDocument/didOpen,,2399
5141005,false,textDocument/didOpen,,2397
4627623,false,textDocument/didOpen,,2395
4931538,false,textDocument/didOpen,,2396
5209061,false,textDocument/didOpen,,2398
2645803,false,textDocument/didOpen,,2400
88,false,textDocument/completion,78,
5429611,false,textDocument/didOpen,,2398
2591392,false,textDocument/didOpen,,2399
133,false,textDocument/completion,78,
2507476,false,textDocument/didOpen,,2401
2480101,false,textDocument/didOpen,,2399
4952904,false,textDocument/didOpen,,2398
2670801,false,textDocument/didOpen,,2400
122,false,textDocument/completion,78,
2585830,false,textDocument/didOpen,,2401
2930737,false,textDocument/didOpen,,2402
150,false,textDocument/completion,78,
2473803,false,textDocument/didOpen,,2403
2692065,false,textDocument/didOpen,,2406
6184506,false,textDocument/didOpen,,2408
4955909,false,textDocument/didOpen,,2409
5276021,false,textDocument/didOpen,,2412
19528,false,textDocument/completion,137,
4834414,false,textDocument/didOpen,,2418
5413864,false,textDocument/didOpen,,2419
5361743,false,textDocument/didOpen,,2420
6246738,false,textDocument/didOpen,,2429
5631313,false,textDocument/didOpen,,2430
7347,false,textDocument/completion,137,
5010066,false,textDocument/didOpen,,2431
5339727,false,textDocument/didOpen,,2430
5732599,false,textDocument/didOpen,,2409
781079,false,textDocument/didOpen,,262
5357364,false,textDocument/didOpen,,2414
5472429,false,textDocument/didOpen,,2410
5358278,false,textDocument/didOpen,,2409
5346769,false,textDocument/didOpen,,2414
5460310,false,textDocument/didOpen,,2410
5249830,false,textDocument/didOpen,,2409
5490875,false,textDocument/didOpen,,2414
2939575,false,textDocument/didOpen,,2419
2974957,false,textDocument/didOpen,,2418
3076950,false,textDocument/didOpen,,2423
3255372,false,textDocument/didOpen,,2427
3192724,false,textDocument/didOpen,,2429
28284,false,textDocument/completion,78,
3539628,false,textDocument/didOpen,,2435
2722455,false,textDocument/didOpen,,2440
2868673,false,textDocument/didOpen,,2444
3413299,false,textDocument/didOpen,,2445
108,false,textDocument/completion,78,
3353691,false,textDocument/didOpen,,2449
3010900,false,textDocument/didOpen,,2453
7754,false,textDocument/completion,78,
2753845,false,textDocument/didOpen,,2455
3397895,false,textDocument/didOpen,,2456
98,false,textDocument/completion,78,
3330640,false,textDocument/didOpen,,2457
2912022,false,textDocument/didOpen,,2455
3470772,false,textDocument/didOpen,,2440
3046244,false,textDocument/didOpen,,2443
2340909,false,textDocument/didOpen,,2443
20,false,textDocument/completion,21,
514,false,textDocument/didOpen,,2448
350,false,textDocument/didOpen,,2447
7761,false,textDocument/didOpen,,2446
35,false,textDocument/completion,1,
1892022,false,textDocument/didOpen,,2455
2429086,false,textDocument/didOpen,,2452
17,false,textDocument/completion,21,
2523398,false,textDocument/didOpen,,2454
2955628,false,textDocument/didOpen,,2460
3407534,false,textDocument/didOpen,,2461
3504793,false,textDocument/didOpen,,2463
4359126,false,textDocument/didOpen,,2461
3296475,false,textDocument/didOpen,,2461
2914845,false,textDocument/didOpen,,2463
3567902,false,textDocument/didOpen,,2466
133,false,textDocument/completion,82,
2777143,false,textDocument/didOpen,,2472
2926428,false,textDocument/didOpen,,2471
3387395,false,textDocument/didOpen,,2472
2843789,false,textDocument/didOpen,,2480
3308401,false,textDocument/didOpen,,2483
3447725,false,textDocument/didOpen,,2484
9641,false,textDocument/completion,82,
2895409,false,textDocument/didOpen,,2491
3222311,false,textDocument/didOpen,,2492
442,false,textDocument/didOpen,,2495
444,false,textDocument/didOpen,,2496
412,false,textDocument/didOpen,,2498
12,false,textDocument/completion,82,
3447245,false,textDocument/didOpen,,2502
3412120,false,textDocument/didOpen,,2504
3598281,false,textDocument/didOpen,,2510
3155132,false,textDocument/didOpen,,2511
3461592,false,textDocument/didOpen,,2512
3567189,false,textDocument/didOpen,,2513
402,false,textDocument/didOpen,,2513
9405,false,textDocument/didOpen,,2520
3263110,false,textDocument/didOpen,,2522
4544041,false,textDocument/didOpen,,2525
3890838,false,textDocument/didOpen,,2527
3882699,false,textDocument/didOpen,,2528
3318196,false,textDocument/didOpen,,2529
3962612,false,textDocument/didOpen,,2531
2897424,false,textDocument/didOpen,,2533
3587165,false,textDocument/didOpen,,2534
3210551,false,textDocument/didOpen,,2535
3252802,false,textDocument/didOpen,,2536
369728,false,textDocument/completion,85,
3147362,false,textDocument/didOpen,,2537
